citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,proclamation_number
87 FR 54301, 2022-19296,54302,https://www.federalregister.gov/documents/2022/09/06/2022-19296/national-preparedness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-06/pdf/2022-19296.pdf,Presidential Document,Proclamation,09/06/2022,2022-08-31,54301,"National Preparedness Month, 2022","",10434
87 FR 54303, 2022-19300,54304,https://www.federalregister.gov/documents/2022/09/06/2022-19300/national-prostate-cancer-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-06/pdf/2022-19300.pdf,Presidential Document,Proclamation,09/06/2022,2022-08-31,54303,"National Prostate Cancer Awareness Month, 2022","",10435
87 FR 54305, 2022-19301,54306,https://www.federalregister.gov/documents/2022/09/06/2022-19301/national-recovery-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-06/pdf/2022-19301.pdf,Presidential Document,Proclamation,09/06/2022,2022-08-31,54305,"National Recovery Month, 2022","",10436
87 FR 54307, 2022-19302,54308,https://www.federalregister.gov/documents/2022/09/06/2022-19302/national-sickle-cell-awareness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-06/pdf/2022-19302.pdf,Presidential Document,Proclamation,09/06/2022,2022-08-31,54307,"National Sickle Cell Awareness Month, 2022","",10437
87 FR 54309, 2022-19303,54310,https://www.federalregister.gov/documents/2022/09/06/2022-19303/national-wilderness-month-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-06/pdf/2022-19303.pdf,Presidential Document,Proclamation,09/06/2022,2022-08-31,54309,"National Wilderness Month, 2022","",10438
87 FR 54857, 2022-19531,54858,https://www.federalregister.gov/documents/2022/09/08/2022-19531/labor-day-2022,https://www.govinfo.gov/content/pkg/FR-2022-09-08/pdf/2022-19531.pdf,Presidential Document,Proclamation,09/08/2022,2022-09-02,54857,"Labor Day, 2022","",10439
89 FR 20093, 2024-06122,20094,https://www.federalregister.gov/documents/2024/03/21/2024-06122/national-agriculture-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-03-21/pdf/2024-06122.pdf,Presidential Document,Proclamation,03/21/2024,2024-03-18,20093,"National Agriculture Day, 2024","",10712
89 FR 19727, 2024-06024,19728,https://www.federalregister.gov/documents/2024/03/20/2024-06024/national-poison-prevention-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-03-20/pdf/2024-06024.pdf,Presidential Document,Proclamation,03/20/2024,2024-03-15,19727,"National Poison Prevention Week, 2024","",10711
89 FR 21177, 2024-06658,21178,https://www.federalregister.gov/documents/2024/03/27/2024-06658/greek-independence-day-a-national-day-of-celebration-of-greek-and-american-democracy-2024,https://www.govinfo.gov/content/pkg/FR-2024-03-27/pdf/2024-06658.pdf,Presidential Document,Proclamation,03/27/2024,2024-03-22,21177,"Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 2024","",10713
89 FR 22879, 2024-07173,22880,https://www.federalregister.gov/documents/2024/04/03/2024-07173/arab-american-heritage-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07173.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22879,"Arab American Heritage Month, 2024","",10714
89 FR 22881, 2024-07174,22882,https://www.federalregister.gov/documents/2024/04/03/2024-07174/care-workers-recognition-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07174.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22881,"Care Workers Recognition Month, 2024","",10715
89 FR 22883, 2024-07179,22884,https://www.federalregister.gov/documents/2024/04/03/2024-07179/month-of-the-military-child-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07179.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22883,"Month of the Military Child, 2024","",10716
89 FR 22885, 2024-07188,22886,https://www.federalregister.gov/documents/2024/04/03/2024-07188/national-cancer-prevention-and-early-detection-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07188.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22885,"National Cancer Prevention and Early Detection Month, 2024","",10717
89 FR 22887, 2024-07189,22888,https://www.federalregister.gov/documents/2024/04/03/2024-07189/national-child-abuse-prevention-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07189.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22887,"National Child Abuse Prevention Month, 2024","",10718
89 FR 22889, 2024-07190,22890,https://www.federalregister.gov/documents/2024/04/03/2024-07190/national-donate-life-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07190.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22889,"National Donate Life Month, 2024","",10719
89 FR 22891, 2024-07193,22892,https://www.federalregister.gov/documents/2024/04/03/2024-07193/national-sexual-assault-awareness-and-prevention-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07193.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22891,"National Sexual Assault Awareness and Prevention Month, 2024","",10720
89 FR 22893, 2024-07194,22894,https://www.federalregister.gov/documents/2024/04/03/2024-07194/second-chance-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07194.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22893,"Second Chance Month, 2024","",10721
89 FR 22895, 2024-07195,22897,https://www.federalregister.gov/documents/2024/04/03/2024-07195/national-public-health-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07195.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22895,"National Public Health Week, 2024","",10722
89 FR 22899, 2024-07196,22900,https://www.federalregister.gov/documents/2024/04/03/2024-07196/csar-chvez-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07196.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22899,"César Chávez Day, 2024","",10723
89 FR 22901, 2024-07197,22902,https://www.federalregister.gov/documents/2024/04/03/2024-07197/transgender-day-of-visibility-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-03/pdf/2024-07197.pdf,Presidential Document,Proclamation,04/03/2024,2024-03-29,22901,"Transgender Day of Visibility, 2024","",10724
89 FR 23497, 2024-07284,23498,https://www.federalregister.gov/documents/2024/04/04/2024-07284/world-autism-awareness-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-04/pdf/2024-07284.pdf,Presidential Document,Proclamation,04/04/2024,2024-04-01,23497,"World Autism Awareness Day, 2024","",10725
89 FR 25747, 2024-07844,25748,https://www.federalregister.gov/documents/2024/04/11/2024-07844/national-former-prisoner-of-war-recognition-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-11/pdf/2024-07844.pdf,Presidential Document,Proclamation,04/11/2024,2024-04-08,25747,"National Former Prisoner of War Recognition Day, 2024","",10726
89 FR 30257, 2024-08787,30258,https://www.federalregister.gov/documents/2024/04/23/2024-08787/education-and-sharing-day-usa-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-23/pdf/2024-08787.pdf,Presidential Document,Proclamation,04/23/2024,2024-04-18,30257,"Education and Sharing Day, USA, 2024","",10728
89 FR 31065, 2024-08904,31066,https://www.federalregister.gov/documents/2024/04/24/2024-08904/national-park-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-24/pdf/2024-08904.pdf,Presidential Document,Proclamation,04/24/2024,2024-04-19,31065,"National Park Week, 2024","",10729
89 FR 31067, 2024-08908,31069,https://www.federalregister.gov/documents/2024/04/24/2024-08908/national-crime-victims-rights-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-24/pdf/2024-08908.pdf,Presidential Document,Proclamation,04/24/2024,2024-04-19,31067,"National Crime Victims' Rights Week, 2024","",10730
89 FR 31071, 2024-08910,31072,https://www.federalregister.gov/documents/2024/04/24/2024-08910/national-volunteer-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-24/pdf/2024-08910.pdf,Presidential Document,Proclamation,04/24/2024,2024-04-19,31071,"National Volunteer Week, 2024","",10731
89 FR 31073, 2024-08911,31075,https://www.federalregister.gov/documents/2024/04/24/2024-08911/earth-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-24/pdf/2024-08911.pdf,Presidential Document,Proclamation,04/24/2024,2024-04-19,31073,"Earth Day, 2024","",10732
89 FR 34945, 2024-09551,34947,https://www.federalregister.gov/documents/2024/05/01/2024-09551/national-small-business-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-01/pdf/2024-09551.pdf,Presidential Document,Proclamation,05/01/2024,2024-04-26,34945,"National Small Business Week, 2024","",10733
89 FR 34949, 2024-09552,34951,https://www.federalregister.gov/documents/2024/05/01/2024-09552/workers-memorial-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-01/pdf/2024-09552.pdf,Presidential Document,Proclamation,05/01/2024,2024-04-26,34949,"Workers Memorial Day, 2024","",10734
89 FR 36651, 2024-09808,36653,https://www.federalregister.gov/documents/2024/05/03/2024-09808/asian-american-native-hawaiian-and-pacific-islander-heritage-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-03/pdf/2024-09808.pdf,Presidential Document,Proclamation,05/03/2024,2024-04-30,36651,"Asian American, Native Hawaiian, and Pacific Islander Heritage Month, 2024","",10735
89 FR 36655, 2024-09813,36656,https://www.federalregister.gov/documents/2024/05/03/2024-09813/jewish-american-heritage-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-03/pdf/2024-09813.pdf,Presidential Document,Proclamation,05/03/2024,2024-04-30,36655,"Jewish American Heritage Month, 2024","",10736
89 FR 36657, 2024-09814,36658,https://www.federalregister.gov/documents/2024/05/03/2024-09814/national-building-safety-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-03/pdf/2024-09814.pdf,Presidential Document,Proclamation,05/03/2024,2024-04-30,36657,"National Building Safety Month, 2024","",10737
89 FR 36659, 2024-09818,36660,https://www.federalregister.gov/documents/2024/05/03/2024-09818/national-foster-care-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-03/pdf/2024-09818.pdf,Presidential Document,Proclamation,05/03/2024,2024-04-30,36659,"National Foster Care Month, 2024","",10738
89 FR 36661, 2024-09819,36662,https://www.federalregister.gov/documents/2024/05/03/2024-09819/national-mental-health-awareness-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-03/pdf/2024-09819.pdf,Presidential Document,Proclamation,05/03/2024,2024-04-30,36661,"National Mental Health Awareness Month, 2024","",10739
89 FR 36663, 2024-09820,36664,https://www.federalregister.gov/documents/2024/05/03/2024-09820/national-physical-fitness-and-sports-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-03/pdf/2024-09820.pdf,Presidential Document,Proclamation,05/03/2024,2024-04-30,36663,"National Physical Fitness and Sports Month, 2024","",10740
89 FR 36665, 2024-09821,36666,https://www.federalregister.gov/documents/2024/05/03/2024-09821/older-americans-month-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-03/pdf/2024-09821.pdf,Presidential Document,Proclamation,05/03/2024,2024-04-30,36665,"Older Americans Month, 2024","",10741
89 FR 36667, 2024-09822,36668,https://www.federalregister.gov/documents/2024/05/03/2024-09822/law-day-usa-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-03/pdf/2024-09822.pdf,Presidential Document,Proclamation,05/03/2024,2024-04-30,36667,"Law Day, U.S.A., 2024","",10742
89 FR 36669, 2024-09823,36670,https://www.federalregister.gov/documents/2024/05/03/2024-09823/loyalty-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-03/pdf/2024-09823.pdf,Presidential Document,Proclamation,05/03/2024,2024-04-30,36669,"Loyalty Day, 2024","",10743
89 FR 26103, 2024-08063,26104,https://www.federalregister.gov/documents/2024/04/15/2024-08063/black-maternal-health-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-04-15/pdf/2024-08063.pdf,Presidential Document,Proclamation,04/15/2024,2024-04-10,26103,"Black Maternal Health Week, 2024","",10727
89 FR 39531, 2024-10266,39537,https://www.federalregister.gov/documents/2024/05/09/2024-10266/boundary-enlargement-of-the-berryessa-snow-mountain-national-monument,https://www.govinfo.gov/content/pkg/FR-2024-05-09/pdf/2024-10266.pdf,Presidential Document,Proclamation,05/09/2024,2024-05-02,39531,Boundary Enlargement of the Berryessa Snow Mountain National Monument,"",10745
89 FR 37059, 2024-09919,37060,https://www.federalregister.gov/documents/2024/05/06/2024-09919/national-day-of-prayer-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-06/pdf/2024-09919.pdf,Presidential Document,Proclamation,05/06/2024,2024-05-01,37059,"National Day of Prayer, 2024","",10744
89 FR 40361, 2024-10408,40368,https://www.federalregister.gov/documents/2024/05/10/2024-10408/boundary-enlargement-of-the-san-gabriel-mountains-national-monument,https://www.govinfo.gov/content/pkg/FR-2024-05-10/pdf/2024-10408.pdf,Presidential Document,Proclamation,05/10/2024,2024-05-02,40361,Boundary Enlargement of the San Gabriel Mountains National Monument,"",10746
89 FR 41287, 2024-10523,41288,https://www.federalregister.gov/documents/2024/05/13/2024-10523/days-of-remembrance-of-the-victims-of-the-holocaust-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-13/pdf/2024-10523.pdf,Presidential Document,Proclamation,05/13/2024,2024-05-03,41287,"Days of Remembrance of the Victims of the Holocaust, 2024","",10747
89 FR 41289, 2024-10524,41290,https://www.federalregister.gov/documents/2024/05/13/2024-10524/national-hurricane-preparedness-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-13/pdf/2024-10524.pdf,Presidential Document,Proclamation,05/13/2024,2024-05-03,41289,"National Hurricane Preparedness Week, 2024","",10748
89 FR 41291, 2024-10526,41292,https://www.federalregister.gov/documents/2024/05/13/2024-10526/public-service-recognition-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-13/pdf/2024-10526.pdf,Presidential Document,Proclamation,05/13/2024,2024-05-03,41291,"Public Service Recognition Week, 2024","",10749
89 FR 41293, 2024-10531,41294,https://www.federalregister.gov/documents/2024/05/13/2024-10531/national-teacher-appreciation-day-and-national-teacher-appreciation-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-13/pdf/2024-10531.pdf,Presidential Document,Proclamation,05/13/2024,2024-05-03,41293,"National Teacher Appreciation Day and National Teacher Appreciation Week, 2024","",10750
89 FR 41295, 2024-10532,41296,https://www.federalregister.gov/documents/2024/05/13/2024-10532/national-fallen-firefighters-memorial-weekend-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-13/pdf/2024-10532.pdf,Presidential Document,Proclamation,05/13/2024,2024-05-03,41295,"National Fallen Firefighters Memorial Weekend, 2024","",10751
89 FR 41297, 2024-10533,41298,https://www.federalregister.gov/documents/2024/05/13/2024-10533/missing-or-murdered-indigenous-persons-awareness-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-13/pdf/2024-10533.pdf,Presidential Document,Proclamation,05/13/2024,2024-05-03,41297,"Missing or Murdered Indigenous Persons Awareness Day, 2024","",10752
89 FR 41881, 2024-10639,41882,https://www.federalregister.gov/documents/2024/05/14/2024-10639/military-spouse-appreciation-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-14/pdf/2024-10639.pdf,Presidential Document,Proclamation,05/14/2024,2024-05-09,41881,"Military Spouse Appreciation Day, 2024","",10753
89 FR 42329, 2024-10757,42331,https://www.federalregister.gov/documents/2024/05/15/2024-10757/national-defense-transportation-day-and-national-transportation-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-15/pdf/2024-10757.pdf,Presidential Document,Proclamation,05/15/2024,2024-05-10,42329,"National Defense Transportation Day and National Transportation Week, 2024","",10754
89 FR 42333, 2024-10764,42334,https://www.federalregister.gov/documents/2024/05/15/2024-10764/peace-officers-memorial-day-and-police-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-15/pdf/2024-10764.pdf,Presidential Document,Proclamation,05/15/2024,2024-05-10,42333,"Peace Officers Memorial Day and Police Week, 2024","",10755
89 FR 42335, 2024-10765,42337,https://www.federalregister.gov/documents/2024/05/15/2024-10765/national-womens-health-week-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-15/pdf/2024-10765.pdf,Presidential Document,Proclamation,05/15/2024,2024-05-10,42335,"National Women's Health Week, 2024","",10756
89 FR 42339, 2024-10766,42340,https://www.federalregister.gov/documents/2024/05/15/2024-10766/mothers-day-2024,https://www.govinfo.gov/content/pkg/FR-2024-05-15/pdf/2024-10766.pdf,Presidential Document,Proclamation,05/15/2024,2024-05-10,42339,"Mother's Day, 2024","",10757
